Ticker,Start_Date,End_Date,Mean_Return,Daily_Volatility,Annualized_Vol,Skewness,Kurtosis,High_Vol_Return,Low_Vol_Return,High_Vol_Days,Low_Vol_Days,Trading_Pattern,GARCH_Dispersion,EGARCH_Dispersion,GARCH_Alpha,GARCH_Beta,GARCH_Persistence,EGARCH_Gamma,Leverage_Effect
AAPL,2022-01-04,2023-12-29,0.0001351021416184417,0.018294551782576333,0.29041700618454225,0.065571112139726,1.873877553734164,-0.0008960834735784843,0.00047883068001741675,125,375,Buy when boring (sells off in high vol),0.26552853266201315,0.3137819567002448,0.04493221179856568,0.9468710911343695,0.9918033029329352,-0.11521969240267711,Yes
MSFT,2022-01-04,2023-12-29,0.00026893158205059395,0.019334833613776355,0.3069309682971871,0.03878106878428873,1.337380456982197,0.0008166639110932807,8.635413903636542e-05,125,375,Buy when exciting (rallies in high vol),0.15884941222752805,0.2494649314147468,0.017119442267040357,0.9808928583947594,0.9980123006617997,-0.056978760292057534,Yes
TSLA,2022-01-04,2023-12-29,-0.0009518377074872171,0.03810186087014303,0.6048482901070893,-0.29421076179098454,0.7647006947698962,0.0019366647309162354,-0.0019146718536217006,125,375,Buy when exciting (rallies in high vol),0.12486484150460646,0.22088356088834557,0.03044675980418245,0.951052027308185,0.9814987871123675,-0.049187071026847905,Yes
NVDA,2022-01-04,2023-12-29,0.0009971453828082105,0.03521459765209782,0.5590144074398992,0.5389239776877832,3.168408911262603,-0.004393468378306717,0.0027940166365131866,125,375,Buy when boring (sells off in high vol),0.09939031779969451,0.21172626632785113,0.0051973956881970415,0.9930253323353448,0.9982227280235418,-0.040972511398184426,Yes
JNJ,2022-01-04,2023-12-29,-6.879917517173903e-05,0.010677872312317673,0.16950596801816867,0.38206172748119444,3.427227066180459,0.0005711134165925221,-0.00028210337242649293,125,375,Buy when exciting (rallies in high vol),0.010176113055022853,0.050719000724739415,0.009072341076368918,0.0,0.009072341076368918,0.013929258844519848,No/Unknown
PG,2022-01-04,2023-12-29,-0.00011249292700918618,0.01185637447433852,0.1882141098597233,-0.5253251756200592,3.619488749806281,-0.00019853768275843682,-8.381134175943576e-05,125,375,Buy when boring (sells off in high vol),0.16319703171996341,1.6835593174516315,0.015486905671291776,0.9791380323096057,0.9946249379808975,1.8611605781978973,No/Unknown
KO,2022-01-04,2023-12-29,0.00010791754663425165,0.01067104695625719,0.16939761884969562,-0.776867812972877,5.55792802973075,0.002038690158270595,-0.0005356733239111961,125,375,Buy when exciting (rallies in high vol),0.24337709939467864,0.254355526908824,0.07566788952856565,0.8952553767315113,0.970923266260077,-0.07597762297204642,Yes
AMD,2022-01-04,2023-12-29,-3.8032414240677605e-05,0.034362825297071166,0.5454929404896571,-0.01917550075271471,1.4422405302760137,-0.005536662893189104,0.0017948444120754641,125,375,Buy when boring (sells off in high vol),0.11261573242364453,0.48684361132163445,0.0,0.9984403404331068,0.9984403404331068,0.8744115657719301,No/Unknown
